dog_breed,description,image
chien de berger belge,"Chó chăn cừu Tervuren (Belgian Tervuren) là một trong bốn giống chó chăn cừu của Bỉ bao gồm Chó chăn cừu Malinois, Tervuren, Chó chăn cừu Laekenois và Chó chăn cừu Groenendael. Belgian Tervuren là tên một ngôi làng của Bỉ Tervuren.
Tên khác: Tervueren Bỉ, Chien de Berger Belge
Nguồn gốc: Bỉ",https://upload.wikimedia.org/wikipedia/commons/5/50/Vappu_2008_060.jpg
bernese mountain dog,"Chó núi Bernese hay ở Thụy Sĩ và Đức còn gọi là Sennenhund Berner là một giống chó lớn, một trong bốn giống chó Sennenhund có nguồn gốc từ từ dãy Alps Thụy Sĩ. Các Sennenhund tên bắt nguồn từ Đức ""Senne"" (núi cao đồng cỏ) và ""Hund"" (chó săn). Berner hoặc Bernese bằng tiếng Anh được nuôi như loại chó trang trại (bảo vệ và kéo xe).
Tên khác: Berner Sennenhund, Chó chăn gia súc Bernese
Biệt hiệu: ""Berner""
Nguồn gốc: Thụy Sĩ
Đặc điểm
Nặng: - Đực: 85–125 pound (39–57 kg)
- Cái: 80–120 pound (36–54 kg)
Cao: - Đực: 25–27,5 inch (64–70 cm)
- Cái: 23–26 inch (58–66 cm)
Bộ lông: Hai lớp
Màu: Tam thể
Lứa đẻ: 1-14 cún; thường 8 cún
Tuổi thọ: 6 - 8 năm",https://upload.wikimedia.org/wikipedia/commons/a/a0/Berne%C5%84ski_pies_pasterski_pl.jpg
núi bernese,"Chó núi Bernese hay ở Thụy Sĩ và Đức còn gọi là Sennenhund Berner là một giống chó lớn, một trong bốn giống chó Sennenhund có nguồn gốc từ từ dãy Alps Thụy Sĩ. Các Sennenhund tên bắt nguồn từ Đức ""Senne"" (núi cao đồng cỏ) và ""Hund"" (chó săn). Berner hoặc Bernese bằng tiếng Anh được nuôi như loại chó trang trại (bảo vệ và kéo xe).
Tên khác: Berner Sennenhund, Chó chăn gia súc Bernese
Biệt hiệu: ""Berner""
Nguồn gốc: Thụy Sĩ
Đặc điểm
Nặng: - Đực: 85–125 pound (39–57 kg)
- Cái: 80–120 pound (36–54 kg)
Cao: - Đực: 25–27,5 inch (64–70 cm)
- Cái: 23–26 inch (58–66 cm)
Bộ lông: Hai lớp
Màu: Tam thể
Lứa đẻ: 1-14 cún; thường 8 cún
Tuổi thọ: 6 - 8 năm",https://upload.wikimedia.org/wikipedia/commons/a/a0/Berne%C5%84ski_pies_pasterski_pl.jpg
berner sennenhund,"Chó núi Bernese hay ở Thụy Sĩ và Đức còn gọi là Sennenhund Berner là một giống chó lớn, một trong bốn giống chó Sennenhund có nguồn gốc từ từ dãy Alps Thụy Sĩ. Các Sennenhund tên bắt nguồn từ Đức ""Senne"" (núi cao đồng cỏ) và ""Hund"" (chó săn). Berner hoặc Bernese bằng tiếng Anh được nuôi như loại chó trang trại (bảo vệ và kéo xe).
Tên khác: Berner Sennenhund, Chó chăn gia súc Bernese
Biệt hiệu: ""Berner""
Nguồn gốc: Thụy Sĩ
Đặc điểm
Nặng: - Đực: 85–125 pound (39–57 kg)
- Cái: 80–120 pound (36–54 kg)
Cao: - Đực: 25–27,5 inch (64–70 cm)
- Cái: 23–26 inch (58–66 cm)
Bộ lông: Hai lớp
Màu: Tam thể
Lứa đẻ: 1-14 cún; thường 8 cún
Tuổi thọ: 6 - 8 năm",https://upload.wikimedia.org/wikipedia/commons/a/a0/Berne%C5%84ski_pies_pasterski_pl.jpg
chăn gia súc bernese,"Chó núi Bernese hay ở Thụy Sĩ và Đức còn gọi là Sennenhund Berner là một giống chó lớn, một trong bốn giống chó Sennenhund có nguồn gốc từ từ dãy Alps Thụy Sĩ. Các Sennenhund tên bắt nguồn từ Đức ""Senne"" (núi cao đồng cỏ) và ""Hund"" (chó săn). Berner hoặc Bernese bằng tiếng Anh được nuôi như loại chó trang trại (bảo vệ và kéo xe).
Tên khác: Berner Sennenhund, Chó chăn gia súc Bernese
Biệt hiệu: ""Berner""
Nguồn gốc: Thụy Sĩ
Đặc điểm
Nặng: - Đực: 85–125 pound (39–57 kg)
- Cái: 80–120 pound (36–54 kg)
Cao: - Đực: 25–27,5 inch (64–70 cm)
- Cái: 23–26 inch (58–66 cm)
Bộ lông: Hai lớp
Màu: Tam thể
Lứa đẻ: 1-14 cún; thường 8 cún
Tuổi thọ: 6 - 8 năm",https://upload.wikimedia.org/wikipedia/commons/a/a0/Berne%C5%84ski_pies_pasterski_pl.jpg
bichon frise,"Bichon Frise là (nghĩa là chó đùi cong) là một loại chó nhỏ thuộc giống chó Bichon. The Bichon Frise là một thành viên của giống chó trong nhóm phi thể thao tại Mỹ, và thành viên thuộc nhóm chó cảnh tại Anh.
Tên khác: Bichón Tenerife, Bichon à poil frisé
Nguồn gốc: Canary Islands (Tây Ban Nha), Belgium
Đặc điểm
Cao: 23–28 cm (9–11 in)
Bộ lông: Chiều dài trung bình, kết cấu mịn với lọn lông xoắn
Màu: Trắng tuyền
Lứa đẻ: 4 tới 6[1]
Tuổi thọ: 12 – 20 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Bichon_Fris%C3%A9_-_studdogbichon.jpg
đùi cong,"Bichon Frise là (nghĩa là chó đùi cong) là một loại chó nhỏ thuộc giống chó Bichon. The Bichon Frise là một thành viên của giống chó trong nhóm phi thể thao tại Mỹ, và thành viên thuộc nhóm chó cảnh tại Anh.
Tên khác: Bichón Tenerife, Bichon à poil frisé
Nguồn gốc: Canary Islands (Tây Ban Nha), Belgium
Đặc điểm
Cao: 23–28 cm (9–11 in)
Bộ lông: Chiều dài trung bình, kết cấu mịn với lọn lông xoắn
Màu: Trắng tuyền
Lứa đẻ: 4 tới 6[1]
Tuổi thọ: 12 – 20 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Bichon_Fris%C3%A9_-_studdogbichon.jpg
bichón tenerife,"Bichon Frise là (nghĩa là chó đùi cong) là một loại chó nhỏ thuộc giống chó Bichon. The Bichon Frise là một thành viên của giống chó trong nhóm phi thể thao tại Mỹ, và thành viên thuộc nhóm chó cảnh tại Anh.
Tên khác: Bichón Tenerife, Bichon à poil frisé
Nguồn gốc: Canary Islands (Tây Ban Nha), Belgium
Đặc điểm
Cao: 23–28 cm (9–11 in)
Bộ lông: Chiều dài trung bình, kết cấu mịn với lọn lông xoắn
Màu: Trắng tuyền
Lứa đẻ: 4 tới 6[1]
Tuổi thọ: 12 – 20 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Bichon_Fris%C3%A9_-_studdogbichon.jpg
bichon à poil frisé,"Bichon Frise là (nghĩa là chó đùi cong) là một loại chó nhỏ thuộc giống chó Bichon. The Bichon Frise là một thành viên của giống chó trong nhóm phi thể thao tại Mỹ, và thành viên thuộc nhóm chó cảnh tại Anh.
Tên khác: Bichón Tenerife, Bichon à poil frisé
Nguồn gốc: Canary Islands (Tây Ban Nha), Belgium
Đặc điểm
Cao: 23–28 cm (9–11 in)
Bộ lông: Chiều dài trung bình, kết cấu mịn với lọn lông xoắn
Màu: Trắng tuyền
Lứa đẻ: 4 tới 6[1]
Tuổi thọ: 12 – 20 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Bichon_Fris%C3%A9_-_studdogbichon.jpg
black and tan coonhound,"Chó săn gấu mèo nâu đen (Black and Tan Coonhound) là một giống chó săn cỡ lớn, mạnh mẽ chuyên dùng để săn gấu mèo. Chúng thuộc giống chó săn mùi, chuyên đánh hơi con mồi.
Tên khác: Chó săn gấu mèo nâu đen Mỹ
Nguồn gốc: Hoa Kỳ",https://upload.wikimedia.org/wikipedia/commons/4/48/Black_and_Tan_Coonhound.jpg
săn gấu mèo nâu đen,"Chó săn gấu mèo nâu đen (Black and Tan Coonhound) là một giống chó săn cỡ lớn, mạnh mẽ chuyên dùng để săn gấu mèo. Chúng thuộc giống chó săn mùi, chuyên đánh hơi con mồi.
Tên khác: Chó săn gấu mèo nâu đen Mỹ
Nguồn gốc: Hoa Kỳ",https://upload.wikimedia.org/wikipedia/commons/4/48/Black_and_Tan_Coonhound.jpg
black russian terrier,"Chó sục Nga đen (Black Russian Terrier) là những con chó sục cỡ vừa xuất xứ từ Nga thời Liên Xô cũ. Loài chó này mạnh mẽ và khỏe khoắn với một hệ thần kinh tốt. To lớn, khỏe mạnh, vững vàng và cảnh giác. Vào tháng 5 năm 1984 loài này được công nhận. Loài này được nuôi để trông nhà cửa.
Tên khác: Sục đen, Chó dục Tchiorny, Chornyi, Gấu Schnauzer Nga
Biệt hiệu: BRT, Chó Stalin
Nguồn gốc: Nga",https://upload.wikimedia.org/wikipedia/commons/2/26/Black_Russian_Terrier_Eurodogshow.jpg
"sục nga đen,sục đen","Chó sục Nga đen (Black Russian Terrier) là những con chó sục cỡ vừa xuất xứ từ Nga thời Liên Xô cũ. Loài chó này mạnh mẽ và khỏe khoắn với một hệ thần kinh tốt. To lớn, khỏe mạnh, vững vàng và cảnh giác. Vào tháng 5 năm 1984 loài này được công nhận. Loài này được nuôi để trông nhà cửa.
Tên khác: Sục đen, Chó dục Tchiorny, Chornyi, Gấu Schnauzer Nga
Biệt hiệu: BRT, Chó Stalin
Nguồn gốc: Nga",https://upload.wikimedia.org/wikipedia/commons/2/26/Black_Russian_Terrier_Eurodogshow.jpg
sục tchiorny,"Chó sục Nga đen (Black Russian Terrier) là những con chó sục cỡ vừa xuất xứ từ Nga thời Liên Xô cũ. Loài chó này mạnh mẽ và khỏe khoắn với một hệ thần kinh tốt. To lớn, khỏe mạnh, vững vàng và cảnh giác. Vào tháng 5 năm 1984 loài này được công nhận. Loài này được nuôi để trông nhà cửa.
Tên khác: Sục đen, Chó dục Tchiorny, Chornyi, Gấu Schnauzer Nga
Biệt hiệu: BRT, Chó Stalin
Nguồn gốc: Nga",https://upload.wikimedia.org/wikipedia/commons/2/26/Black_Russian_Terrier_Eurodogshow.jpg
chornyi,"Chó sục Nga đen (Black Russian Terrier) là những con chó sục cỡ vừa xuất xứ từ Nga thời Liên Xô cũ. Loài chó này mạnh mẽ và khỏe khoắn với một hệ thần kinh tốt. To lớn, khỏe mạnh, vững vàng và cảnh giác. Vào tháng 5 năm 1984 loài này được công nhận. Loài này được nuôi để trông nhà cửa.
Tên khác: Sục đen, Chó dục Tchiorny, Chornyi, Gấu Schnauzer Nga
Biệt hiệu: BRT, Chó Stalin
Nguồn gốc: Nga",https://upload.wikimedia.org/wikipedia/commons/2/26/Black_Russian_Terrier_Eurodogshow.jpg
gấu schnauzer nga,"Chó sục Nga đen (Black Russian Terrier) là những con chó sục cỡ vừa xuất xứ từ Nga thời Liên Xô cũ. Loài chó này mạnh mẽ và khỏe khoắn với một hệ thần kinh tốt. To lớn, khỏe mạnh, vững vàng và cảnh giác. Vào tháng 5 năm 1984 loài này được công nhận. Loài này được nuôi để trông nhà cửa.
Tên khác: Sục đen, Chó dục Tchiorny, Chornyi, Gấu Schnauzer Nga
Biệt hiệu: BRT, Chó Stalin
Nguồn gốc: Nga",https://upload.wikimedia.org/wikipedia/commons/2/26/Black_Russian_Terrier_Eurodogshow.jpg
bloodhound,"Bloodhound là một loài chó săn có mùi hương lớn, ban đầu được nuôi để săn hươu, nai, lợn rừng và, từ thời Trung cổ, để theo dõi con người. Được cho là hậu duệ của những con chó săn từng được lưu giữ tại Tu viện Saint-Hubert, Bỉ, trong tiếng Pháp nó được gọi là le chien de Saint-Hubert.

Giống chó này nổi tiếng với khả năng nhận biết mùi hương của con người trong khoảng cách rất xa, thậm chí vài ngày sau đó. Khứu giác cực kỳ nhạy bén của nó được kết hợp với bản năng theo dõi mạnh mẽ và ngoan cường, tạo ra loài chó săn có mùi hương lý tưởng và nó được cảnh sát và cơ quan thực thi pháp luật trên toàn thế giới sử dụng để theo dõi các tù nhân bỏ trốn, người mất tích và vật nuôi bị thất lạc
",https://upload.wikimedia.org/wikipedia/commons/d/d1/Bloodhound_Erland22.jpg
đánh hơi,"Bloodhound là một loài chó săn có mùi hương lớn, ban đầu được nuôi để săn hươu, nai, lợn rừng và, từ thời Trung cổ, để theo dõi con người. Được cho là hậu duệ của những con chó săn từng được lưu giữ tại Tu viện Saint-Hubert, Bỉ, trong tiếng Pháp nó được gọi là le chien de Saint-Hubert.

Giống chó này nổi tiếng với khả năng nhận biết mùi hương của con người trong khoảng cách rất xa, thậm chí vài ngày sau đó. Khứu giác cực kỳ nhạy bén của nó được kết hợp với bản năng theo dõi mạnh mẽ và ngoan cường, tạo ra loài chó săn có mùi hương lý tưởng và nó được cảnh sát và cơ quan thực thi pháp luật trên toàn thế giới sử dụng để theo dõi các tù nhân bỏ trốn, người mất tích và vật nuôi bị thất lạc
",https://upload.wikimedia.org/wikipedia/commons/d/d1/Bloodhound_Erland22.jpg
bluetick coonhound,"Chó săn gấu mèo lam (Bluetick Coonhound) là một loại chó săn được lai giống để chuyên săn những con gấu mèo ở Hoa Kỳ. Chúng thuộc dòng chó săn mùi, sử dụng khứu giác nhạy bén để truy tìm những con mồi. Coohound là giống chó thông minh khôn ngoan và có hàm răng sắc bén và có khứu giác rất nhạy bén, phát triển khứu giác để tìm theo những dấu vết của con mồi con sót lại. Ngày nau thì nó được huấn luyện để đánh hơi nhiều mùi đặc trưng của những con mồi khác với trước kia chỉ để săn những con gấu trúc và các con thú ăn đêm.",https://upload.wikimedia.org/wikipedia/commons/d/d8/BluetickCoonhoundDog.jpg
săn gấu mèo lam,"Chó săn gấu mèo lam (Bluetick Coonhound) là một loại chó săn được lai giống để chuyên săn những con gấu mèo ở Hoa Kỳ. Chúng thuộc dòng chó săn mùi, sử dụng khứu giác nhạy bén để truy tìm những con mồi. Coohound là giống chó thông minh khôn ngoan và có hàm răng sắc bén và có khứu giác rất nhạy bén, phát triển khứu giác để tìm theo những dấu vết của con mồi con sót lại. Ngày nau thì nó được huấn luyện để đánh hơi nhiều mùi đặc trưng của những con mồi khác với trước kia chỉ để săn những con gấu trúc và các con thú ăn đêm.",https://upload.wikimedia.org/wikipedia/commons/d/d8/BluetickCoonhoundDog.jpg
border collie,"Border Collie là giống chó chăn gia súc kiêm dụng chó săn đuổi có nguồn gốc từ nước Anh. Tên gọi Border (nghĩa là ""biên giới"") vì giống chó này có xuất xứ từ vùng biên giới giữa Anh và Scotland. So với các giống chó khác, Border Collie có ba điểm nổi bật đó là chúng được coi là đứng hạng nhất trong danh sách những giống chó thông minh, chúng sáng dạ, dễ dạy, tiếp thu lệnh nhanh và là giống chó chăn, lùa gia súc, gia cầm điệu nghệ trên những cánh đồng lớn.
Chúng còn có khả năng có thể di chuyển khi cúi thấp, làm cho chúng thêm linh hoạt và chúng còn có cặp mắt có cái nhìn rất mãnh liệt làm cho chúng có khả năng điều khiển đàn cừu bằng ánh mắt giống như đang thôi miên gia súc. Ngày nay, chúng được ưa chuộng để nuôi làm bạn đồng hành trong gia đình, chúng hòa đồng, hiếu động, rất giỏi trong trò bắt đĩa, bắt bóng một cách điêu luyện. Đặc điểm đặc trưng nổi bật nhất của giống chó này là sự nhanh nhẹn hoạt bát cùng với một cơ thể tràn đầy năng lượng.
Nguồn gốc: Scotland,Anh
Đặc điểm
Nặng: - Đực: 14–20 kg (31–44 lb)
- Cái: 12–19 kg (26–42 lb)
Cao: - Đực: 48–56 cm (19–22 in)
- Cái: 46–53 cm (18–21 in)
Bộ lông: dài,rậm
Màu: Đen, Nâu vàng, Trắng, 
Tuổi thọ: 10–17 năm",https://upload.wikimedia.org/wikipedia/commons/d/d8/Gwen_the_Border_Collie.jpg
